Focal Animal Recording,,,,,,,,,
(c)Michael J. Renner,,,,,,,,,
,,,,,,,,,
Observer:,BNP,,,,,,,,
Study Code:,Bass2021,,,,,,,,
Indiv ID:,R01006,,,,,,,,
Obs Site:,Other Site,,,,,,,,
Obs Type:,Assessment,,,,,,,,
Housing:,Group,,,,,,,,
Room/Cage:,Ab142c7,,,,,,,,
Behavior Date:,5/4/21,,,,,,,,
Behavior Time:,2:40 PM,,,,,,,,
Ethogram:,2021 bass.csv,,,,,,,,
Coding Began:,05/04/2021 14:40:40 PM,,,,,,,,
Coding Ended:,05/04/2021 14:45:42 PM,,,,,,,,
Session duration:,0:05:02,,,,,,,,
App Version:,1.0.44.0,,,,,,,,
Notes:,,,,,,,,,
,,,,,,,,,
Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R01006,Group,Ab142c7,5/4/21,1.0.44.0,SocGroom,2:40:40,03:12.0,03:12.0
BNP,R01006,Group,Ab142c7,5/4/21,1.0.44.0,Threat/display,2:43:52,00:04.8,03:16.8
BNP,R01006,Group,Ab142c7,5/4/21,1.0.44.0,SocGroom,2:43:57,01:44.6,05:01.4
,,,,,,,,,
BehavCode, Occurrences, totalTime,,,,,,,
Inactive,0,0:00:00,,,,,,,
Threat/display,1,00:04.8,,,,,,,
Sex/self/other,0,0:00:00,,,,,,,
Locomotion,0,0:00:00,,,,,,,
Aggression,0,0:00:00,,,,,,,
Eat/drink,0,0:00:00,,,,,,,
Pacing,0,0:00:00,,,,,,,
Present,0,0:00:00,,,,,,,
Tactile/explore,0,0:00:00,,,,,,,
Jumping,0,0:00:00,,,,,,,
FearGrimace,0,0:00:00,,,,,,,
Lipsmack,0,0:00:00,,,,,,,
Swing/spin/flip,0,0:00:00,,,,,,,
Scratch,0,0:00:00,,,,,,,
Groom,0,0:00:00,,,,,,,
Rock,0,0:00:00,,,,,,,
Yawn,0,0:00:00,,,,,,,
SocGroom,2,04:56.7,,,,,,,
Headtoss,0,0:00:00,,,,,,,
Mantleshake,0,0:00:00,,,,,,,
Social/play,0,0:00:00,,,,,,,
Salute,0,0:00:00,,,,,,,
Selfdirect,0,0:00:00,,,,,,,
Vocal,0,0:00:00,,,,,,,
Cling,0,0:00:00,,,,,,,
Selfbite,0,0:00:00,,,,,,,
Other,0,0:00:00,,,,,,,
