Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,rh3011
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Single
Room/Cage:,a260c12
Behavior Date:,2021-5-18
Behavior Time:,12:16 PM
Ethogram:,2021 bass.csv
Coding Began:,05/18/2021 12:17:21 PM
Coding Ended:,05/18/2021 12:22:25 PM
Session duration:,00:05:03
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,rh3011,Single,a260c12,2021-5-18,1.0.46.0,Inactive,12:17:21,00:01:40.5022937,00:01:40.5022937
ta,rh3011,Single,a260c12,2021-5-18,1.0.46.0,Locomotion,12:19:01,00:00:01.9309490,00:01:42.4332427
ta,rh3011,Single,a260c12,2021-5-18,1.0.46.0,Inactive,12:19:03,00:02:43.5532720,00:04:25.9865147
ta,rh3011,Single,a260c12,2021-5-18,1.0.46.0,Locomotion,12:21:47,00:00:02.7756391,00:04:28.7621538
ta,rh3011,Single,a260c12,2021-5-18,1.0.46.0,Inactive,12:21:50,00:00:33.6231778,00:05:02.3853316

BehavCode, Occurrences, totalTime
Inactive,3,00:04:57.6787435
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,2,00:00:04.7065881
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,0,00:00:00
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
