Focal Animal Recording
(c)Michael J. Renner

Observer:,ta
Study Code:,bass
Indiv ID:,r06011
Obs Site:,Blank Park Zoo
Obs Type:,Assessment
Housing:,Single
Room/Cage:,mr1556c27
Behavior Date:,2021-5-10
Behavior Time:,12:17 PM
Ethogram:,2021 bass.csv
Coding Began:,05/10/2021 12:17:56 PM
Coding Ended:,05/10/2021 12:23:07 PM
Session duration:,00:05:11
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
ta,r06011,Single,mr1556c27,2021-5-10,1.0.46.0,Inactive,12:17:56,00:05:10.0097368,00:05:10.0097368

BehavCode, Occurrences, totalTime
Inactive,1,00:05:10.0097368
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,0,00:00:00
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,0,00:00:00
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
