Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,R09071
Obs Site:,Other Site
Obs Type:,Assessment
Housing:,Single
Room/Cage:,Ab110c21
Behavior Date:,2021-6-11
Behavior Time:,10:44 AM
Ethogram:,2021 bass.csv
Coding Began:,06/11/2021 10:44:48 AM
Coding Ended:,06/11/2021 10:49:49 AM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Groom,10:44:48,00:00:10.4318887,00:00:10.4318887
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Selfdirect,10:44:58,00:00:43.4044348,00:00:53.8363235
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Inactive,10:45:42,00:00:13.7100178,00:01:07.5463413
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Selfdirect,10:45:55,00:00:06.7566020,00:01:14.3029433
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Inactive,10:46:02,00:00:04.6781427,00:01:18.9810860
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Locomotion,10:46:07,00:00:05.9661095,00:01:24.9471955
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Tactile/explore,10:46:13,00:00:45.7667840,00:02:10.7139795
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Selfdirect,10:46:59,00:00:49.1155712,00:02:59.8295507
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Inactive,10:47:48,00:01:59.6280917,00:04:59.4576424
BNP,R09071,Single,Ab110c21,2021-6-11,1.0.46.0,Yawn,10:49:47,00:00:00.9234686,00:05:00.3811110

BehavCode, Occurrences, totalTime
Inactive,3,00:02:18.0162522
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,1,00:00:05.9661095
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,1,00:00:45.7667840
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,0,00:00:00
Groom,1,00:00:10.4318887
Rock,0,00:00:00
Yawn,1,00:00:00.9234686
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,3,00:01:39.2766080
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
