Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,R12071
Obs Site:,Other Site
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,Ab163c5
Behavior Date:,2021-6-16
Behavior Time:,10:32 AM
Ethogram:,2021 bass.csv
Coding Began:,06/16/2021 10:33:51 AM
Coding Ended:,06/16/2021 10:38:54 AM
Session duration:,00:05:02
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Inactive,10:33:51,00:01:05.7126863,00:01:05.7126863
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Locomotion,10:34:57,00:00:01.6806120,00:01:07.3932983
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Inactive,10:34:59,00:01:38.0547722,00:02:45.4480705
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Threat/display,10:36:37,00:00:01.5817039,00:02:47.0297744
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Inactive,10:36:39,00:00:18.1962758,00:03:05.2260502
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Scratch,10:36:57,00:00:06.9743843,00:03:12.2004345
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Groom,10:37:04,00:00:05.1600385,00:03:17.3604730
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Inactive,10:37:09,00:01:09.4570237,00:04:26.8174967
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Locomotion,10:38:18,00:00:02.3040574,00:04:29.1215541
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,Inactive,10:38:21,00:00:31.6441593,00:05:00.7657134
BNP,R12071,Pair,Ab163c5,2021-6-16,1.0.46.0,SocGroom,10:38:52,00:00:00.9429983,00:05:01.7087117

BehavCode, Occurrences, totalTime
Inactive,5,00:04:43.0649173
Threat/display,1,00:00:01.5817039
Sex/self/other,0,00:00:00
Locomotion,2,00:00:03.9846694
Aggression,0,00:00:00
Eat/drink,0,00:00:00
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,0,00:00:00
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:06.9743843
Groom,1,00:00:05.1600385
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,1,00:00:00.9429983
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
