Focal Animal Recording,,,,,,,,,
(c)Michael J. Renner,,,,,,,,,
,,,,,,,,,
Observer:,mr,,,,,,,,
Study Code:,2021 bass,,,,,,,,
Indiv ID:,r20047,,,,,,,,
Obs Site:,Blank Park Zoo,,,,,,,,
Obs Type:,Assessment,,,,,,,,
Housing:,Group,,,,,,,,
Room/Cage:,,,,,,,,,
Behavior Date:,4/19/21,,,,,,,,
Behavior Time:,10:47 AM,,,,,,,,
Ethogram:,2021 Bass.csv,,,,,,,,
Coding Began:,4/19/21 10:47,,,,,,,,
Coding Ended:,4/19/21 10:52,,,,,,,,
Session duration:,0:05:02,,,,,,,,
App Version:,1.0.43.0,,,,,,,,
,,,,,,,,,
,,,,,,,,,
Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:47:41,00:06.6,00:06.6
mr,r20047,Group,,4/19/21,1.0.43.0,Eat/drink,10:47:48,00:03.6,00:10.2
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:47:51,00:08.4,00:18.6
mr,r20047,Group,,4/19/21,1.0.43.0,Tactile/explore,10:48:00,00:03.6,00:22.2
mr,r20047,Group,,4/19/21,1.0.43.0,Eat/drink,10:48:03,00:26.9,00:49.1
mr,r20047,Group,,4/19/21,1.0.43.0,Eat/drink,10:48:30,00:08.5,00:57.6
mr,r20047,Group,,4/19/21,1.0.43.0,Inactive,10:48:39,00:07.6,01:05.1
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:48:46,00:05.0,01:10.1
mr,r20047,Group,,4/19/21,1.0.43.0,Eat/drink,10:48:51,00:06.8,01:17.0
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:48:58,00:17.3,01:34.2
mr,r20047,Group,,4/19/21,1.0.43.0,Eat/drink,10:49:15,00:18.7,01:53.0
mr,r20047,Group,,4/19/21,1.0.43.0,Eat/drink,10:49:34,00:12.0,02:05.0
mr,r20047,Group,,4/19/21,1.0.43.0,Inactive,10:49:46,00:05.9,02:10.9
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:49:52,00:16.2,02:27.1
mr,r20047,Group,,4/19/21,1.0.43.0,Inactive,10:50:08,00:18.6,02:45.7
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:50:27,00:15.8,03:01.5
mr,r20047,Group,,4/19/21,1.0.43.0,Tactile/explore,10:50:43,00:05.0,03:06.5
mr,r20047,Group,,4/19/21,1.0.43.0,Eat/drink,10:50:48,00:11.6,03:18.0
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:50:59,00:12.2,03:30.2
mr,r20047,Group,,4/19/21,1.0.43.0,Eat/drink,10:51:11,00:10.6,03:40.9
mr,r20047,Group,,4/19/21,1.0.43.0,Inactive,10:51:22,00:06.8,03:47.7
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:51:29,00:15.0,04:02.7
mr,r20047,Group,,4/19/21,1.0.43.0,Inactive,10:51:44,00:09.8,04:12.6
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:51:54,00:07.7,04:20.3
mr,r20047,Group,,4/19/21,1.0.43.0,Inactive,10:52:01,00:09.8,04:30.1
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:52:11,00:12.6,04:42.6
mr,r20047,Group,,4/19/21,1.0.43.0,Inactive,10:52:24,00:10.4,04:53.0
mr,r20047,Group,,4/19/21,1.0.43.0,Locomotion,10:52:34,00:08.4,05:01.5
,,,,,,,,,
BehavCode, Occurrences, totalTime,,,,,,,
Inactive,7,01:08.9,,,,,,,
Threat/display,0,0:00:00,,,,,,,
Sex/self/other,0,0:00:00,,,,,,,
Locomotion,11,02:05.2,,,,,,,
Present,0,0:00:00,,,,,,,
Eat/drink,8,01:38.8,,,,,,,
Pacing,0,0:00:00,,,,,,,
FearGrimace,0,0:00:00,,,,,,,
Tactile/explore,2,00:08.6,,,,,,,
Jumping,0,0:00:00,,,,,,,
Scratch,0,0:00:00,,,,,,,
Lipsmack,0,0:00:00,,,,,,,
Swing/spin/flip,0,0:00:00,,,,,,,
Yawn,0,0:00:00,,,,,,,
Groom,0,0:00:00,,,,,,,
Rock,0,0:00:00,,,,,,,
Mantleshake,0,0:00:00,,,,,,,
Social/play,0,0:00:00,,,,,,,
Headtoss,0,0:00:00,,,,,,,
Selfdirect,0,0:00:00,,,,,,,
Vocal,0,0:00:00,,,,,,,
Salute,0,0:00:00,,,,,,,
Selfbite,0,0:00:00,,,,,,,
Other,0,0:00:00,,,,,,,
