Focal Animal Recording
(c)Michael J. Renner

Observer:,BNP
Study Code:,Bass2021
Indiv ID:,R10021
Obs Site:,Other Site
Obs Type:,Assessment
Housing:,Pair
Room/Cage:,Ab165c5
Behavior Date:,2021-6-2
Behavior Time:,12:33 PM
Ethogram:,2021 bass.csv
Coding Began:,06/02/2021 12:34:49 PM
Coding Ended:,06/02/2021 12:39:51 PM
Session duration:,00:05:01
App Version:,1.0.46.0
Notes:,

Observer, IndivID, Weather, Temp, Date, Version, BehavCode, StartTime, Duration, CumTime
BNP,R10021,Pair,Ab165c5,2021-6-2,1.0.46.0,Inactive,12:34:49,00:00:36.2241135,00:00:36.2241135
BNP,R10021,Pair,Ab165c5,2021-6-2,1.0.46.0,Scratch,12:35:25,00:00:03.3516908,00:00:39.5758043
BNP,R10021,Pair,Ab165c5,2021-6-2,1.0.46.0,Inactive,12:35:28,00:00:43.1436261,00:01:22.7194304
BNP,R10021,Pair,Ab165c5,2021-6-2,1.0.46.0,Eat/drink,12:36:11,00:00:59.3756068,00:02:22.0950372
BNP,R10021,Pair,Ab165c5,2021-6-2,1.0.46.0,Inactive,12:37:11,00:01:12.4245044,00:03:34.5195416
BNP,R10021,Pair,Ab165c5,2021-6-2,1.0.46.0,Eat/drink,12:38:23,00:01:26.4698391,00:05:00.9893807

BehavCode, Occurrences, totalTime
Inactive,3,00:02:31.7922440
Threat/display,0,00:00:00
Sex/self/other,0,00:00:00
Locomotion,0,00:00:00
Aggression,0,00:00:00
Eat/drink,2,00:02:25.8454459
Pacing,0,00:00:00
Present,0,00:00:00
Tactile/explore,0,00:00:00
Jumping,0,00:00:00
Feargrimace,0,00:00:00
Lipsmack,0,00:00:00
Swing/spin/flip,0,00:00:00
Scratch,1,00:00:03.3516908
Groom,0,00:00:00
Rock,0,00:00:00
Yawn,0,00:00:00
SocGroom,0,00:00:00
Headtoss,0,00:00:00
Mantleshake,0,00:00:00
Social/play,0,00:00:00
Salute,0,00:00:00
Selfdirect,0,00:00:00
Vocal,0,00:00:00
Cling,0,00:00:00
Selfbite,0,00:00:00
Other,0,00:00:00
